Rank,Console,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
491,1,2006,5,0.87,1.06,0.73,0.26,2.92
492,1,2007,8,1.43,1.13,0.05,0.3,2.91
493,9,2002,2,1.75,0.45,0.62,0.09,2.91
494,11,2013,1,0.61,1.85,0.11,0.33,2.9
495,18,2014,7,1.84,0.8,0.04,0.22,2.9
496,7,2004,6,1.54,1.14,0,0.22,2.9
497,5,2008,1,1.75,0.86,0,0.28,2.9
498,7,2003,1,0.08,1.24,1.13,0.45,2.9
499,6,2012,3,0.71,1.51,0.06,0.61,2.89
500,7,2001,1,0.99,0.32,1.38,0.2,2.89
501,7,2004,7,1.51,1.12,0.01,0.24,2.89
502,1,2011,1,1.54,1.07,0,0.28,2.88
503,13,1999,7,2.03,0.72,0.02,0.11,2.88
504,4,2007,8,1.3,1.27,0,0.31,2.88
505,13,1998,3,0.09,2.43,0.12,0.22,2.87
506,18,2013,7,1.87,0.77,0,0.22,2.86
507,5,2012,1,2.53,0.16,0,0.17,2.86
508,14,2002,4,2.09,0.63,0.03,0.11,2.86
509,6,2011,10,1.98,0.55,0,0.32,2.85
510,8,1990,3,1.37,0.51,0.89,0.07,2.85
511,12,1997,2,1.29,0.53,0.98,0.05,2.85
512,15,1996,12,1.37,1.34,0,0.14,2.85
513,1,2011,9,1.4,1.14,0,0.31,2.85
514,6,2015,1,0.4,1.98,0.05,0.42,2.85
515,6,2010,9,1.87,0.57,0.11,0.3,2.84
516,5,2007,7,1.65,0.86,0.05,0.28,2.83
517,5,2009,1,2.52,0.09,0,0.22,2.83
518,6,2010,7,1.28,1.05,0.07,0.43,2.83
519,7,2002,10,1.32,1.08,0.04,0.39,2.83
520,19,2002,7,1.96,0.67,0.1,0.09,2.82
521,9,2003,9,1.59,1.05,0.04,0.14,2.82
522,15,1994,11,0.02,2.79,0,0,2.81
523,6,2010,3,1.05,1.25,0.03,0.48,2.81
524,4,2007,8,1.32,1.19,0,0.3,2.81
525,7,2003,10,1.32,1.06,0.04,0.38,2.8
526,5,2008,9,1.74,0.8,0,0.26,2.8
527,4,2006,2,1.47,0.07,1.1,0.15,2.8
528,13,1997,1,0.29,0.2,2.13,0.18,2.79
529,6,2011,7,1.45,0.88,0.09,0.38,2.79
530,13,1998,2,1.96,0.72,0,0.11,2.79
531,7,2001,10,1.19,1.15,0.04,0.41,2.79
532,8,1992,4,0,0,2.78,0.01,2.79
533,13,1996,10,1.98,0.7,0,0.11,2.79
534,15,2011,7,0.89,1.43,0,0.48,2.79
535,7,2001,1,2.19,0.22,0,0.38,2.79
536,4,2009,5,0.3,1.47,0.68,0.34,2.79
537,10,2011,4,0.46,0.29,1.96,0.07,2.79
538,7,2003,2,1.68,0.74,0,0.36,2.78
539,11,2014,9,1.27,0.97,0.07,0.47,2.78
540,7,2003,2,1.44,0.83,0.26,0.25,2.78
541,6,2009,10,1.2,0.98,0.17,0.43,2.78
542,7,2003,8,1.41,1.12,0,0.24,2.77
543,1,2007,2,1.24,1.2,0.04,0.3,2.77
544,5,2011,9,1.25,1.15,0.07,0.3,2.77
545,16,1980,7,2.56,0.17,0,0.03,2.76
546,8,1992,6,1.43,0.54,0.71,0.07,2.75
547,11,2013,9,1.07,1.31,0.06,0.31,2.74
548,12,2000,12,1.02,0.36,1.13,0.23,2.73
549,2,1986,9,1.33,0.31,1.04,0.05,2.73
550,5,2011,11,1.52,0.94,0.02,0.24,2.72
551,5,2006,7,1.49,0.93,0.02,0.27,2.71
552,9,2002,9,1.75,0.52,0.33,0.1,2.7
553,7,2001,9,0.99,0.48,1.09,0.14,2.7
554,11,2015,10,1.47,0.76,0,0.47,2.7
555,12,1998,6,1.25,0.53,0.87,0.05,2.7
556,5,2011,1,2.42,0.11,0,0.16,2.69
557,7,2006,9,1.85,0.64,0.01,0.19,2.69
558,5,2010,1,2.38,0.12,0,0.18,2.69
559,4,2010,5,1.63,0.52,0.35,0.18,2.69
560,5,2010,1,1.46,0.98,0,0.24,2.68
561,7,2004,3,1.23,1.11,0,0.34,2.68
562,10,2014,4,0,0,2.68,0,2.68
563,6,2009,3,0.69,1.41,0.04,0.53,2.68
564,6,2011,4,0.78,0.75,0.89,0.26,2.68
565,21,1992,10,1.95,0.63,0,0.09,2.67
566,7,2005,7,1.48,0.92,0.01,0.26,2.67
567,5,2008,6,1.78,0.64,0,0.25,2.67
568,13,1998,7,1.44,1.09,0,0.14,2.67
569,14,2004,4,1.99,0.58,0,0.09,2.66
570,4,2006,9,1.59,0.8,0,0.26,2.65
571,7,2003,9,1.15,1.11,0,0.4,2.65
572,1,2012,9,1.56,0.88,0,0.22,2.65
573,17,2006,7,0.86,1.11,0.01,0.66,2.65
574,2,1986,2,0,0,2.65,0,2.65
575,12,1996,9,2,0.5,0.12,0.03,2.65
576,5,2007,9,1.53,0.87,0,0.24,2.64
577,7,2000,3,2,0.47,0.02,0.14,2.63
578,17,2006,10,0.76,1.1,0.12,0.65,2.63
579,5,2009,12,1.53,0.82,0.04,0.24,2.63
580,6,2009,9,1.7,0.46,0.06,0.41,2.63
581,7,2004,1,2.15,0.12,0,0.36,2.62
582,1,2007,1,1.07,1.06,0.24,0.25,2.62
583,5,2010,7,1.55,0.81,0.04,0.21,2.62
584,5,2009,1,0.59,1.79,0.01,0.23,2.62
585,5,2011,1,2.31,0.14,0.01,0.16,2.62
586,4,2008,8,0.63,0.84,0.96,0.19,2.61
587,7,2002,9,0.9,1.22,0.04,0.44,2.61
588,1,2010,2,1.02,0.52,0.92,0.14,2.6
589,21,1990,9,1.86,0.55,0.11,0.08,2.6
590,6,2008,1,0.48,1.63,0.04,0.43,2.59
591,6,2007,2,0.93,1.12,0.08,0.45,2.59
592,7,2004,1,2.03,0.21,0,0.35,2.59
593,17,2009,2,0.64,1.24,0.01,0.69,2.58
594,11,2013,7,0.89,1.33,0.07,0.28,2.58
595,5,2009,9,1.04,1.24,0.03,0.27,2.58
596,17,2007,4,0.37,0.27,1.75,0.18,2.58
597,7,2006,10,1.4,0.88,0.03,0.26,2.58
598,7,2004,2,1.31,0.74,0.31,0.22,2.57
599,4,2010,6,0.28,1.68,0.33,0.28,2.57
600,5,2009,4,1.76,0.56,0.03,0.22,2.57
601,7,2007,1,2.14,0.08,0,0.35,2.57
602,19,2001,2,1.7,0.59,0.21,0.07,2.56
603,2,1987,4,0.15,0,2.41,0,2.56
604,6,2012,1,2.11,0.23,0,0.22,2.56
605,19,2003,4,1.21,0.57,0.7,0.07,2.54
606,1,2008,1,1.13,0.87,0.29,0.25,2.54
607,5,2008,1,2.21,0.12,0,0.2,2.54
609,7,2001,3,1.13,1.12,0.06,0.22,2.52
610,12,2000,9,1.55,0.75,0.16,0.06,2.52
611,1,2007,6,1.5,0.78,0,0.24,2.52
612,2,1986,4,0.49,0,0.52,1.51,2.52
613,6,2013,9,0.6,1.31,0.08,0.52,2.51
614,5,2006,4,2.29,0.02,0,0.19,2.5
615,7,2008,1,0.13,0.07,0.26,2.05,2.5
616,12,1999,6,1.28,0.14,1.08,0.01,2.5
617,6,2011,9,0.86,1.06,0.18,0.39,2.49
618,14,2003,9,1.84,0.56,0,0.09,2.49
619,1,2010,9,1.29,0.97,0,0.23,2.49
620,7,2002,10,1.81,0.52,0,0.15,2.49
621,6,2008,7,1.15,0.85,0.1,0.39,2.48
622,5,2008,3,1.38,0.85,0,0.25,2.48
623,13,1998,9,1.15,1.14,0.06,0.13,2.48
624,6,2012,1,1.72,0.44,0.05,0.27,2.48
626,5,2013,1,2.1,0.2,0,0.17,2.47
627,19,2002,6,1.13,0.36,0.92,0.07,2.47
628,1,2010,6,1.67,0.58,0,0.2,2.46
629,6,2008,3,1.55,0.54,0.05,0.31,2.45
630,8,1992,4,0,0,2.43,0.02,2.45
631,13,1997,4,0.93,0.12,1.34,0.06,2.45
632,13,1996,3,2.12,0.25,0,0.07,2.44
633,5,2011,7,1.44,0.73,0.04,0.22,2.44
634,17,2006,3,0.87,0.98,0,0.59,2.44
635,7,2003,8,1.07,1.19,0,0.18,2.43
636,15,1997,11,1.52,0.82,0,0.1,2.43
637,5,2008,7,1.56,0.61,0.02,0.23,2.42
638,22,1998,2,1.26,0.61,0.46,0.08,2.42
639,2,1988,1,1.27,0.32,0.78,0.05,2.42
640,6,2010,1,0.29,1.18,0.54,0.41,2.42
641,7,2003,10,1.63,0.22,0.51,0.06,2.41
642,7,2001,3,2.07,0.26,0,0.08,2.41
643,13,1998,9,0.81,0.76,0.7,0.14,2.41
644,18,2014,6,1.43,0.76,0,0.22,2.41
645,7,2007,3,0.69,0,0.04,1.68,2.41
646,18,2015,1,2.07,0.08,0,0.26,2.4
647,13,1996,5,2.1,0.24,0,0.07,2.4
648,2,1987,10,0.77,0.18,1.42,0.03,2.4
649,15,1997,12,2.3,0.1,0,0,2.4
651,11,2015,3,0.49,1.49,0.05,0.36,2.39
652,5,2010,1,1.74,0.48,0,0.18,2.39
655,15,1994,6,1.49,0.81,0,0.1,2.39
656,6,2013,9,1.07,0.87,0.04,0.4,2.39
657,5,2011,9,1.48,0.71,0,0.2,2.39
658,7,2005,6,1.67,0.61,0.03,0.07,2.38
659,6,2007,9,1.02,0.97,0,0.39,2.38
660,5,2011,6,1.73,0.46,0.02,0.18,2.38
661,12,1998,10,1.94,0.39,0.03,0.02,2.38
662,11,2015,9,1,0.76,0.26,0.36,2.38
663,11,2014,1,1.46,0.54,0.01,0.37,2.38
664,6,2010,1,2.04,0.15,0,0.19,2.38
665,7,2001,6,1.16,0.91,0,0.3,2.38
666,5,2007,1,2.18,0.01,0,0.18,2.37
667,15,2004,7,2.28,0.02,0.08,0,2.37
668,7,2004,9,0.96,1.08,0.04,0.3,2.37
669,7,2004,1,1.25,0.86,0.01,0.26,2.37
670,6,2009,1,2.03,0.13,0,0.21,2.37
671,5,2011,1,1.38,0.74,0.02,0.22,2.36
672,3,1995,2,0.69,0.14,1.48,0.05,2.36
673,4,2010,9,1.07,1.05,0,0.23,2.35
674,3,1996,2,1.39,0.48,0.4,0.08,2.35
675,3,1998,4,0,0,2.34,0.01,2.35
676,5,2008,3,1.68,0.46,0.01,0.2,2.35
677,1,2013,2,1.32,0.83,0,0.2,2.34
678,7,2007,10,0.92,0,0.01,1.41,2.34
679,1,2008,1,1.2,0.9,0,0.24,2.34
680,7,2001,9,1.08,0.7,0.34,0.21,2.34
681,5,2010,8,1.27,0.86,0,0.2,2.33
682,10,2015,9,1.14,0.54,0.47,0.17,2.32
683,18,2015,1,1.93,0.14,0,0.24,2.32
684,1,2010,6,1.57,0.56,0,0.19,2.32
685,12,2000,1,0.78,0.4,1.06,0.07,2.32
686,13,1997,9,0.79,1.35,0.04,0.14,2.32
687,7,2004,7,0.85,1.06,0.09,0.32,2.31
688,4,2004,5,0.52,0.45,1.21,0.13,2.31
689,13,1999,3,1.58,0.64,0,0.09,2.31
690,8,1995,4,0.28,0,2.02,0.01,2.31
691,13,1998,1,1.65,0.46,0.1,0.1,2.31
692,5,2013,9,1.24,0.85,0,0.21,2.3
693,15,2012,9,0.95,1.06,0,0.29,2.3
694,4,2008,4,0.95,0.54,0.62,0.18,2.3
695,6,2011,9,1.08,0.75,0.15,0.31,2.29
696,15,1997,9,0.91,1.25,0,0.13,2.29
697,6,2013,9,1.23,0.68,0.04,0.34,2.29
698,14,2004,3,1.38,0.8,0,0.1,2.28
699,6,2009,1,0.3,1.27,0.46,0.26,2.28
700,1,2014,6,1.11,0.98,0,0.2,2.28
701,10,2015,9,0,0,2.28,0,2.28
702,2,1983,2,0.51,0.12,1.63,0.02,2.28
703,7,2008,1,0.38,0.07,0.01,1.82,2.28
704,6,2008,9,1.01,0.9,0,0.37,2.28
705,6,2012,7,1.05,0.77,0.1,0.36,2.28
706,13,1997,3,0.07,2,0.02,0.18,2.28
707,10,2012,4,1.12,0.39,0.64,0.12,2.27
708,6,2009,6,1.34,0.62,0,0.31,2.27
709,1,2006,6,1.07,0.92,0.04,0.24,2.27
710,9,2002,2,1.22,0.1,0.91,0.04,2.27
711,9,2001,2,0.9,0.73,0.54,0.09,2.26
712,6,2007,6,1.4,0.54,0.02,0.3,2.26
714,1,2007,9,1.34,0.57,0.14,0.21,2.26
715,23,2014,6,0.28,0.79,0.87,0.32,2.25
716,7,2002,11,0.62,0.44,1.06,0.13,2.25
717,13,1997,1,1.52,0.46,0.2,0.08,2.25
718,19,2004,4,1.48,0.25,0.46,0.06,2.25
719,6,2011,1,1.93,0.15,0,0.17,2.25
720,1,2009,4,0.67,0.41,1.05,0.11,2.25
721,17,2008,10,0.51,0.51,0.91,0.32,2.25
722,9,2001,2,1.19,0.71,0.22,0.13,2.24
723,9,2001,2,1.29,0.83,0,0.11,2.23
724,2,1990,9,1.74,0.25,0.21,0.03,2.23
725,4,2008,9,1.42,0.61,0,0.21,2.23
726,7,2009,8,1.09,0.85,0,0.28,2.23
727,20,2013,2,1.27,0.62,0.18,0.16,2.22
728,7,2003,9,0.88,1.03,0,0.31,2.22
729,4,2009,5,1.71,0.32,0.02,0.18,2.22
730,3,1998,11,1,0.63,0.45,0.13,2.22
731,5,2010,3,1.03,0.98,0,0.21,2.22
732,5,2010,7,1.45,0.55,0.02,0.19,2.21
733,18,2013,9,1.47,0.55,0,0.19,2.21
734,7,2006,9,1.06,0.82,0.05,0.28,2.21
735,5,2008,6,1.78,0.24,0,0.18,2.2
736,16,1981,9,2.06,0.12,0,0.02,2.2
737,5,2007,6,2.01,0.02,0,0.17,2.2
738,3,2000,2,1.11,0.51,0.34,0.23,2.2
739,2,1986,1,0.15,0,2.05,0,2.2
740,1,2008,2,1.28,0.68,0.02,0.21,2.2
741,4,2007,5,1.06,0.91,0,0.23,2.2
742,6,2011,9,0.34,0.97,0.55,0.33,2.19
743,5,2006,9,1.17,0.78,0.02,0.22,2.19
744,14,2003,4,1.68,0.44,0,0.08,2.19
745,3,1992,6,0.87,0.17,1.1,0.05,2.19
746,3,2000,2,1.04,0.72,0.3,0.13,2.19
747,6,2012,9,0.59,1.07,0.07,0.45,2.19
748,3,2000,4,0,0,2.17,0.01,2.18
749,7,2002,3,1.92,0.2,0,0.06,2.18
750,18,2013,3,1.21,0.78,0.01,0.17,2.18
751,5,2013,1,1.97,0.07,0,0.13,2.18
752,4,2006,4,1.29,0.04,0.73,0.12,2.18
753,9,2003,4,1.48,0.17,0.47,0.06,2.17
754,5,2010,4,1.27,0.68,0.01,0.2,2.17
755,12,1998,8,1.6,0.46,0.08,0.03,2.17
756,2,1984,1,0.48,0.11,1.56,0.02,2.17
757,15,2001,8,1.23,0.83,0,0.1,2.16
758,1,2009,1,1.51,0.47,0,0.18,2.16
759,13,2000,7,1.5,0.55,0.02,0.08,2.15
760,11,2015,7,0.54,1.16,0.13,0.32,2.15
761,2,1987,1,0.14,0.03,1.98,0,2.15
762,18,2014,1,0.6,1.41,0,0.14,2.15
763,17,2007,7,0.52,1.03,0,0.59,2.14
764,8,1996,4,0.66,0,1.45,0.03,2.14
765,2,1983,6,0.01,0,2.13,0,2.14
766,2,1988,3,1.47,0.38,0.19,0.1,2.14
767,15,1992,8,1.2,0.84,0,0.1,2.14
768,16,1981,7,1.99,0.12,0,0.02,2.13
769,7,2004,8,1.04,0.81,0,0.27,2.13
770,4,2006,5,0.64,0.07,1.35,0.08,2.13
771,9,2003,4,0.82,0.37,0.89,0.05,2.13
772,11,2016,9,0.59,1.16,0.06,0.33,2.13
773,4,2010,9,0.93,0.97,0.02,0.21,2.12
774,4,2006,4,0.91,0.05,1.07,0.09,2.12
775,1,2010,2,1.47,0.09,0.45,0.11,2.12
776,14,2001,3,1.37,0.61,0.05,0.09,2.12
777,3,1989,1,0.83,0.33,0.92,0.04,2.12
778,6,2011,1,1.61,0.27,0.05,0.18,2.11
779,6,2009,7,1.2,0.62,0,0.29,2.11
780,12,2000,1,1.68,0.4,0,0.03,2.11
781,6,2008,1,0.11,1.34,0.4,0.26,2.11
782,7,2002,3,1.68,0.31,0.02,0.09,2.11
783,1,2010,1,0.9,0.45,0.63,0.13,2.11
785,7,2003,9,0.63,0.21,1.13,0.13,2.11
786,5,2011,10,1.63,0.33,0,0.15,2.11
787,13,1998,4,0.94,0.07,1.05,0.04,2.1
788,7,2002,2,1.17,0.72,0,0.22,2.1
789,14,2002,9,1.54,0.44,0.04,0.07,2.1
790,17,2005,3,1.77,0.13,0.02,0.18,2.1
791,5,2011,7,1.41,0.51,0.01,0.17,2.1
792,7,2005,9,0.99,0.63,0.29,0.19,2.09
793,13,1997,1,0,0,1.96,0.14,2.09
794,5,2006,9,1.16,0.65,0.08,0.2,2.09
795,7,2003,9,1.26,0.6,0.05,0.18,2.09
796,5,2010,9,1.84,0.12,0.01,0.13,2.09
797,1,2009,6,1.97,0,0,0.12,2.09
798,4,2006,8,0.92,0.94,0,0.22,2.09
799,11,2015,7,0.7,0.93,0.14,0.32,2.09
800,17,2010,9,0.46,0.42,0.96,0.25,2.09
801,15,2010,4,1.77,0.32,0,0,2.08
802,7,2002,5,1.11,0.71,0,0.27,2.08
803,6,2008,3,0.63,1.02,0.05,0.39,2.08
804,1,2007,8,1.36,0.52,0,0.2,2.08
805,19,2003,6,0.97,0.33,0.73,0.06,2.08
806,6,2010,9,0.59,0.99,0.13,0.36,2.08
807,15,1998,12,2.04,0.04,0,0,2.08
808,15,1994,12,0.89,1.08,0,0.11,2.08
809,6,2010,1,0.79,0.94,0,0.35,2.08
810,13,2002,7,1.54,0.46,0,0.08,2.07
811,17,2010,4,0.63,0.42,0.75,0.26,2.07
812,5,2009,10,1.48,0.39,0,0.19,2.07
813,6,2011,4,0.75,0.54,0.54,0.23,2.07
814,9,2001,12,1.64,0.36,0,0.07,2.07
815,5,2007,3,1.04,0.8,0.01,0.22,2.06
816,6,2010,8,0.73,0.97,0.02,0.34,2.06
817,5,2010,9,1.2,0.63,0.04,0.19,2.06
818,9,2005,4,0.71,0.52,0.74,0.08,2.06
819,9,2004,9,1.15,0.77,0.04,0.1,2.06
820,13,1998,3,0.68,0.46,0.79,0.13,2.06
821,7,2003,10,1.06,0.62,0.13,0.25,2.06
822,10,2013,4,0.89,0.57,0.46,0.13,2.06
823,6,2007,3,0.73,0.92,0.04,0.37,2.05
824,4,2008,6,1.23,0.64,0,0.19,2.05
825,6,2013,1,1.43,0.33,0.04,0.25,2.05
826,4,2005,4,1.16,0.06,0.83,0,2.05
827,19,2002,6,1.47,0.48,0.05,0.06,2.05
828,6,2013,4,0.71,0.83,0.15,0.35,2.05
829,21,1992,1,1.75,0.25,0,0.05,2.05
830,5,2007,3,0.48,1.29,0.02,0.25,2.05
831,4,2009,4,1.11,0.27,0.53,0.14,2.04
832,5,2011,6,1.45,0.42,0.01,0.16,2.04
833,1,2008,6,0.73,1.09,0,0.23,2.04
834,7,2006,7,1.74,0.02,0,0.28,2.04
835,7,2005,9,0.71,1.02,0,0.31,2.04
836,9,2003,2,1.2,0.48,0.29,0.07,2.04
837,6,2011,9,0.58,1.06,0.03,0.37,2.04
838,11,2014,1,1.53,0.25,0,0.25,2.03
839,12,1998,1,1.25,0.61,0.13,0.05,2.03
840,5,2011,6,1.47,0.4,0,0.16,2.03
841,7,2003,1,1.57,0.18,0,0.27,2.03
842,6,2008,9,1.05,0.67,0,0.3,2.02
843,5,2005,7,1.81,0.05,0.01,0.15,2.02
844,5,2014,1,1.76,0.09,0,0.17,2.02
845,5,2012,3,0.82,0.98,0.04,0.18,2.02
846,4,2007,5,0.49,1.27,0,0.25,2.01
847,18,2016,7,1.2,0.62,0,0.18,2.01
848,6,2013,9,0.77,0.85,0.01,0.37,2
849,10,2012,4,0.89,0.45,0.53,0.13,2
850,11,2014,3,0.35,1.31,0.02,0.33,2
851,8,1993,10,0.52,0.16,1.29,0.03,2
852,6,2008,10,1.48,0.3,0,0.22,2
853,13,1997,9,0.95,0.64,0.27,0.13,1.99
854,3,1989,1,0.75,0.3,0.9,0.04,1.99
855,9,2002,9,1.21,0.64,0.05,0.09,1.99
856,13,2002,9,0.75,1.09,0.02,0.12,1.98
857,8,1991,8,0.93,0.27,0.75,0.04,1.98
858,18,2013,7,1.25,0.58,0,0.16,1.98
859,5,2012,7,1.11,0.63,0.07,0.16,1.98
860,11,2014,4,0.72,0.86,0.08,0.32,1.97
861,4,2010,2,0.99,0.8,0,0.18,1.97
862,7,2002,2,0.74,0.95,0,0.28,1.97
863,1,2008,7,1.2,0.59,0,0.19,1.97
864,7,2003,9,0.71,0.58,0.51,0.17,1.97
865,6,2008,3,1.01,0.64,0.02,0.3,1.97
866,16,1981,9,1.84,0.11,0,0.02,1.97
867,5,2013,7,1.22,0.57,0.02,0.15,1.96
868,17,2004,1,0.5,0.5,0.63,0.33,1.96
869,2,1986,3,1.13,0.37,0.41,0.05,1.96
870,2,1985,1,0.18,0.23,1.53,0.02,1.96
871,4,2006,2,0.79,0.03,1.05,0.08,1.96
872,5,2006,7,1.09,0.65,0.02,0.2,1.96
873,5,2014,7,1.3,0.49,0,0.16,1.95
874,7,2003,3,0.74,1.01,0,0.2,1.95
875,14,2005,9,1.26,0.61,0,0.09,1.95
876,15,1994,7,1.09,0.77,0,0.09,1.95
877,7,2003,1,1.69,0.2,0,0.06,1.95
878,7,2003,10,0.95,0.74,0,0.25,1.94
879,5,2008,1,0.49,1.26,0.01,0.18,1.94
880,15,1999,6,1.94,0,0,0,1.94
881,13,2001,11,0.59,1.23,0,0.13,1.94
882,3,1989,5,0.96,0.38,0.55,0.05,1.94
883,7,2004,10,1.09,0.15,0.65,0.04,1.94
884,13,1997,3,1.41,0.42,0.03,0.07,1.94
885,7,2002,7,1.42,0.4,0,0.12,1.94
886,7,2004,4,1,0.72,0,0.21,1.93
887,5,2013,9,1.15,0.61,0,0.17,1.93
888,6,2008,6,1.1,0.56,0,0.27,1.93
889,8,1993,10,1.48,0.39,0,0.06,1.93
890,24,1995,10,0.34,0.26,1.3,0.03,1.93
891,3,1998,5,1.06,0.6,0.2,0.07,1.93
892,5,2008,10,1.53,0.24,0,0.16,1.93
893,6,2014,9,0.56,0.89,0.1,0.37,1.93
894,1,2008,1,1.51,0,0.29,0.12,1.93
895,5,2013,9,0.86,0.87,0.01,0.17,1.92
896,3,2001,9,0.92,0.53,0.41,0.06,1.92
897,5,2009,3,0.73,0.97,0.01,0.22,1.92
898,1,2008,6,0.87,0.85,0,0.2,1.92
899,7,2001,7,0.76,0.96,0,0.2,1.92
900,15,2003,8,1.03,0.8,0,0.09,1.92
901,7,2004,3,0.94,0.73,0,0.25,1.92
902,13,1996,6,0.26,0.16,1.46,0.03,1.92
903,1,2009,6,1.06,0.67,0,0.18,1.92
904,12,2000,6,0.72,0.16,1.01,0.02,1.91
905,1,2008,9,1.14,0.57,0,0.19,1.91
906,1,2008,6,1.3,0.44,0,0.17,1.91
907,11,2015,7,0.77,0.78,0.04,0.31,1.91
908,1,2011,9,1.08,0.66,0,0.17,1.91
909,19,2001,8,1.03,0.75,0.03,0.09,1.9
910,6,2012,7,0.59,0.92,0.06,0.32,1.9
911,11,2013,3,0.73,0.91,0.03,0.22,1.89
912,6,2008,1,1.56,0.15,0,0.18,1.89
913,10,2013,4,0.21,0.3,1.33,0.04,1.89
914,6,2009,2,1.05,0.54,0.03,0.26,1.88
915,13,1999,4,1.37,0.44,0,0.08,1.88
916,7,2004,10,0.92,0.72,0,0.24,1.88
917,13,1999,1,0.25,0.12,1.48,0.03,1.88
918,7,2005,7,0.89,0.69,0.09,0.21,1.88
919,13,1998,10,1.42,0.36,0.03,0.07,1.88
920,7,2007,6,0.47,0.08,0,1.33,1.87
921,19,2002,11,0.96,0.53,0.3,0.09,1.87
922,13,1998,1,0.22,1.47,0.04,0.14,1.87
923,7,2001,9,0.53,0.16,1.07,0.1,1.87
924,10,2013,2,0.73,0.62,0.4,0.12,1.87
925,3,2001,11,0.87,0.52,0.41,0.06,1.86
926,14,2005,1,1.75,0.03,0,0.08,1.86
927,7,2004,2,1.12,0.69,0.03,0.02,1.86
928,13,1999,4,0.94,0.44,0.39,0.1,1.86
929,12,1997,2,1.37,0.41,0.04,0.04,1.86
930,7,2004,6,0,1.37,0,0.49,1.86
931,11,2014,2,0.64,0.92,0.01,0.29,1.86
932,7,2001,1,0.91,0.71,0,0.24,1.86
933,4,2009,9,1.34,0.37,0,0.15,1.86
934,13,1999,4,0.62,0.42,0.69,0.12,1.86
935,1,2010,9,0.85,0.71,0.13,0.16,1.86
936,10,2013,6,0.61,0.59,0.55,0.11,1.85
937,7,2004,2,1.33,0.49,0,0.03,1.85
938,1,2007,6,0.83,0.82,0,0.2,1.85
939,9,2004,4,1.26,0.18,0.35,0.06,1.85
940,2,1984,9,0.8,0.19,0.83,0.03,1.85
941,6,2011,9,1.05,0.49,0.08,0.23,1.85
943,6,2009,4,0.97,0.34,0.35,0.18,1.84
944,7,2005,1,1.53,0.05,0,0.25,1.84
945,12,1998,8,0.83,0.06,0.93,0,1.83
946,9,2005,6,1.31,0.49,0,0.03,1.83
947,15,2012,4,0.84,0.76,0,0.23,1.83
948,13,1996,3,1.33,0.4,0.03,0.07,1.83
949,11,2015,9,0.46,1.02,0.07,0.28,1.83
950,8,1993,4,0.25,0.07,1.49,0.02,1.83
951,5,2007,7,1.09,0.54,0.02,0.17,1.83
952,13,1995,8,0.92,0.33,0.52,0.05,1.83
953,10,2014,2,0.61,0.34,0.79,0.09,1.82
954,21,1994,2,1.24,0.43,0.03,0.12,1.82
955,7,2001,6,1.73,0.07,0,0.02,1.82
956,15,2001,8,1.81,0,0,0,1.82
957,1,2007,7,0.91,0.74,0.07,0.09,1.82
958,4,2010,4,0.22,0.21,1.35,0.03,1.81
959,11,2014,9,0.55,0.84,0.11,0.31,1.81
960,7,2003,8,1.05,0.59,0,0.18,1.81
961,22,2000,3,1.1,0.51,0.12,0.08,1.81
962,7,2002,10,0.78,0.44,0.56,0.04,1.81
963,7,2004,2,0.88,0.69,0,0.23,1.81
964,7,2008,6,1,0.03,0,0.77,1.8
965,9,2002,2,0.93,0.59,0.21,0.07,1.8
966,5,2006,1,1.66,0,0.01,0.13,1.8
967,6,2010,9,1.41,0.21,0.03,0.16,1.8
968,13,1999,1,1,0.68,0,0.12,1.8
969,6,2015,7,0.49,0.96,0.07,0.27,1.79
970,8,1994,2,1.26,0.39,0.08,0.06,1.79
971,6,2013,11,0.52,0.88,0.06,0.34,1.79
972,5,2012,9,1.05,0.57,0.03,0.14,1.78
973,7,2003,3,1.25,0.29,0,0.24,1.78
974,4,2006,4,0.23,0.03,1.49,0.03,1.78
975,13,2001,9,1.12,0.58,0,0.08,1.78
976,7,2004,9,0.39,1.01,0.02,0.36,1.78
977,10,2011,5,0.32,0.95,0.36,0.14,1.78
978,6,2010,9,0.45,0.94,0.06,0.33,1.78
979,6,2012,4,0.41,0.46,0.72,0.19,1.78
980,20,2013,9,0.93,0.57,0.14,0.13,1.77
981,7,2005,9,0.85,0.76,0,0.16,1.77
982,1,2007,6,1.16,0.45,0,0.16,1.77
983,20,2013,6,0.31,0.54,0.84,0.08,1.77
984,6,2013,1,1.59,0.03,0,0.15,1.77
985,8,1991,4,0.24,0.09,1.33,0.12,1.77
986,12,2000,2,0.63,0.06,1.03,0.04,1.77
987,14,2001,10,1.19,0.29,0.24,0.06,1.77
988,6,2009,10,1.07,0.45,0.01,0.24,1.77
989,3,1991,11,0.85,0.31,0.56,0.04,1.76
990,13,1998,10,1.27,0.42,0,0.07,1.76
991,7,2004,2,1.06,0.54,0,0.16,1.76
992,9,2001,4,0.93,0.38,0.4,0.06,1.76
993,21,1994,2,1.02,0.47,0.2,0.07,1.76
994,2,1986,2,0.53,0.12,1.09,0.02,1.76
995,7,2004,10,0.86,0.67,0,0.22,1.76
